User Input,Emotion,Comforting Response
"I feel like I’m carrying this weight alone.","grief","I’m really sorry you're feeling this way. It’s hard when grief feels isolating, but remember that there are people who care, and you don’t have to bear it all by yourself."
"I don’t know how to face the world without them.","grief","I’m so sorry you're feeling this way. Facing the world without someone you love is incredibly difficult, but it’s okay to take things one moment at a time."
"I feel like they’ve been taken from me too soon.","grief","I’m truly sorry you're going through this. Losing someone too soon is an incredibly painful experience, and it’s okay to grieve in your own way, at your own pace."
"The sadness feels unbearable.","grief","I’m really sorry you’re feeling this way. Grief can be so heavy, but know that it’s okay to lean on others and take time to heal at your own pace."
"I can’t seem to move forward from this loss.","grief","I’m really sorry you're feeling stuck. Grief doesn’t have a set timeline, and it’s okay to take it day by day as you move through the pain."
"I feel so lost without them.","grief","I’m so sorry you're feeling this way. Grief can leave us feeling directionless, but remember, healing is a journey, and you’re allowed to take your time."
"I wish I could have told them one last thing.","grief","I’m really sorry you're feeling this way. That wish is so deep, but know that their love for you remains, and they carry your love with them too."
"I feel like my heart is broken.","grief","I’m truly sorry you’re feeling this way. The pain of loss can feel like a broken heart, but over time, you’ll find ways to heal, even if it doesn’t feel possible now."
"I just want everything to go back to normal.","grief","I’m so sorry you're feeling like this. Grief changes everything, and it’s hard to adjust. It’s okay to feel that longing, but with time, you'll create a new sense of normal."
"I can’t stop thinking about them.","grief","I’m really sorry you’re going through this. It’s natural to have thoughts of them, especially when the grief feels fresh. Allow yourself space to remember and honor them."
"I don’t know how to deal with all the emotions I’m feeling.","grief","I’m really sorry you're feeling overwhelmed. Grief brings up so many emotions, and it’s okay to feel all of them. Take it one step at a time and don’t be too hard on yourself."
"It feels like a part of me has died with them.","grief","I’m really sorry you're feeling this way. Grief can make us feel like we’ve lost a piece of ourselves, but with time, you will find ways to honor that part of you."
"I feel so disconnected from the world.","grief","I’m so sorry you're feeling this way. It’s hard when grief makes us feel isolated, but it’s okay to take small steps to reconnect when you’re ready."
"I don’t know how to face the people around me.","grief","I’m really sorry you're feeling this way. Sometimes grief makes us feel like we can’t connect with others. It’s okay to take breaks and find support when you feel ready."
"I just want to wake up and find out this was all a dream.","grief","I’m really sorry you're feeling this way. That desire to escape the pain is natural, but take things one moment at a time. Healing will come when you're ready."
"I’m so tired of feeling like this.","grief","I’m really sorry you're feeling this way. Grief can be exhausting, but please remember that it's okay to rest and give yourself time to heal."
"I can’t stop thinking about all the things we won’t do together.","grief","I’m so sorry you're feeling this way. The loss of future moments is so painful, but the love you shared will always be a part of you."
"I can’t imagine my life without them in it.","grief","I’m really sorry you’re feeling like this. Life without someone you love is incredibly hard, but over time, you’ll find new ways to carry their memory with you."
"I feel like I’m suffocating in my grief.","grief","I’m really sorry you're feeling overwhelmed by this. Grief can feel suffocating, but it’s okay to take small steps and reach out for support when you need it."
"I can’t seem to stop feeling angry about this loss.","grief","I’m so sorry you're feeling this way. Anger is a natural part of grief, and it’s okay to feel frustrated and upset. Take your time and be gentle with yourself."
"How can I keep going when I feel like this?","grief","I’m really sorry you're feeling this way. It’s hard to move forward when grief feels so heavy, but take it moment by moment, and know that healing will come."
"I feel like everything is pointless without them.","grief","I’m really sorry you're feeling this way. Grief can make everything feel meaningless, but over time, you'll find new meaning and purpose in your life."
"I’m afraid I’ll forget them over time.","grief","I’m really sorry you're feeling this way. The fear of forgetting someone we love is natural, but they will always live on in your heart and memory."
"I feel like I’ll never be the same again.","grief","I’m truly sorry you're feeling like this. Grief changes us, but over time, you’ll find new ways to move forward, and the person you were is always with you."
"I don’t know how to keep going some days.","grief","I’m really sorry you're feeling this way. Some days, moving forward can feel impossible, but it’s okay to take breaks, and you don’t have to go through this alone."
"I feel like I’ve lost my sense of purpose.","grief","I’m truly sorry you’re feeling this way. Grief can shake our sense of purpose, but with time, you’ll rediscover what brings you meaning, and it will be okay."
"I can’t believe they’re gone.","grief","I’m so sorry you're going through this. It’s hard to believe it’s real when we lose someone we love, but over time, you’ll learn to carry their memory forward."
"I feel overwhelmed by all the memories.","grief","I’m really sorry you’re feeling this way. Memories can be both comforting and painful, but it’s okay to let them come and go as you need."
"I don’t know how to let go of the pain.","grief","I’m truly sorry you're feeling this way. Letting go of pain takes time, but it’s okay to feel it deeply. In time, the pain will soften, even if it never fully disappears."
"I feel like I’ll never stop grieving.","grief","I’m really sorry you're feeling this way. Grief doesn’t have a set timeline, but it does change over time. You will find ways to carry the love with you as you heal."
